Grade,Marks
1,39
1,54
1,48
1,53
1,32
1,48
1,32
1,48
1,53
1,43
1,41
1,52
1,53
1,48
1,49
1,51
1,50
1,43
1,47
1,39
1,45
1,62
1,54
1,40
1,34
1,68
1,38
1,46
1,55
1,29
1,41
1,48
1,51
1,38
1,46
1,41
1,33
1,44
1,49
1,60
1,49
1,61
1,47
1,36
1,49
1,38
1,52
1,50
1,29
1,56
1,56
1,45
1,45
1,56
1,64
1,67
1,66
1,47
1,62
1,29
1,42
1,31
1,36
1,43
1,55
1,48
1,55
1,65
1,63
1,63
1,64
1,40
1,54
1,44
1,40
1,44
1,50
1,43
1,59
1,28
1,36
1,43
1,63
1,57
1,45
1,31
1,43
1,40
1,69
1,60
1,35
1,33
1,65
1,66
1,69
1,50
1,43
1,40
1,52
1,46
1,41
1,51
1,31
1,36
1,60
1,52
1,50
1,47
1,39
1,53
1,48
1,66
1,58
1,50
1,55
1,66
1,52
1,55
1,57
1,42
1,53
1,55
1,47
1,50
1,54
1,41
1,61
1,41
1,58
1,47
1,39
1,45
1,28
1,51
1,38
1,51
1,55
1,53
1,46
1,43
1,67
1,44
1,42
1,63
1,63
1,37
1,50
1,41
1,41
1,46
1,59
1,55
1,53
1,63
1,46
1,51
1,57
1,47
1,61
1,35
1,51
1,33
1,40
1,65
1,64
1,51
1,39
1,34
1,29
1,40
1,36
1,33
1,56
1,36
1,48
1,38
1,47
1,66
1,42
1,60
1,51
1,55
1,49
1,61
1,60
1,53
1,58
1,52
1,38
1,60
1,57
1,34
1,63
1,53
1,28
1,40
1,33
1,57
1,60
1,65
1,57
1,53
1,37
1,61
1,60
1,55
1,58
1,45
1,44
1,69
1,58
1,42
1,62
1,63
1,44
1,57
1,36
1,48
1,55
1,38
1,66
1,47
1,41
1,67
1,42
1,48
1,40
1,44
1,54
1,40
1,42
1,68
1,66
1,47
1,68
1,34
1,67
1,39
1,46
1,40
1,56
1,34
1,46
1,47
1,52
1,58
1,37
1,68
1,68
1,42
1,56
1,46
1,41
1,51
1,69
1,63
1,60
1,58
1,68
1,41
1,51
1,65
1,48
1,51
1,34
1,65
1,41
1,70
1,41
1,47
1,57
1,70
1,49
1,42
1,44
1,36
1,54
1,38
1,43
1,62
1,67
1,49
1,68
1,38
1,63
1,43
1,56
1,48
1,68
1,59
1,47
1,57
1,68
1,28
1,63
1,45
1,69
1,69
1,34
1,52
1,68
2,28
2,43
2,30
2,41
2,62
2,49
2,32
2,36
2,61
2,29
2,39
2,44
2,30
2,62
2,34
2,52
2,32
2,36
2,46
2,34
2,38
2,58
2,45
2,37
2,44
2,43
2,29
2,37
2,46
2,34
2,31
2,31
2,37
2,32
2,52
2,44
2,48
2,68
2,43
2,62
2,35
2,61
2,31
2,41
2,58
2,36
2,31
2,42
2,48
2,33
2,54
2,63
2,28
2,47
2,41
2,44
2,39
2,54
2,57
2,40
2,29
2,65
2,35
2,32
2,29
2,50
2,43
2,70
2,35
2,56
2,30
2,47
2,31
2,40
2,33
2,65
2,39
2,46
2,48
2,34
2,47
2,52
2,43
2,64
2,64
2,50
2,43
2,44
2,44
2,45
2,42
2,53
2,40
2,48
2,36
2,32
2,60
2,48
2,65
2,58
2,47
2,38
2,65
2,38
2,28
2,51
2,69
2,66
3,29
3,33
3,31
3,32
3,48
3,35
3,28
3,32
3,33
3,31
3,32
3,30
3,43
3,42
3,37
3,39
3,30
3,53
3,38
3,38
3,48
3,41
3,31
3,56
3,45
3,45
3,34
3,30
3,28
3,39
3,52
3,52
3,58
3,29
3,39
3,53
3,32
3,30
3,57
3,49
3,34
3,36
3,47
3,31
4,30
4,28
4,45
4,32
4,40
4,33
4,33
4,34
4,30
4,32
4,31
4,40
4,29
4,38
4,32
4,34
4,35
4,30
4,39
4,41
4,35
4,69
4,37
4,49
4,29
4,38
4,31
4,33
4,42
4,38
4,42
4,28
4,32
4,31
4,29
4,29
4,62
4,42
4,37
4,45
4,33
4,36
4,32
4,63
4,40
4,37
4,36
4,39
4,60
4,42
4,29
5,38
5,31
5,39
5,31
5,46
5,29
5,46
5,45
5,36
5,31
5,57
5,44
5,42
6,29
6,28
6,51
6,34
6,42
6,40
6,36
6,34
6,40
6,40
6,39
6,56
6,54
7,28
7,36
7,35
7,37
7,29
8,34
8,32
8,35
8,28
8,32
8,42
8,35
8,29
8,31
8,36
8,33
8,39
8,30
8,62
8,31
8,33
8,32
8,36
8,40
8,29
8,37
8,28
8,32
8,29
8,36
8,29
8,36
